Feature,Mutual Information Score
street_name_SEMBAWANG WAY,0.0029909085612429553
block_695,0.0029791952258804155
block_649,0.0029749001499090877
block_220A,0.002966080378513647
block_486,0.002961024593271855
street_name_LOR 1A TOA PAYOH,0.0029554791908827927
block_104C,0.0029484524787959376
block_511A,0.002945953725746131
block_689C,0.002944100786250292
street_name_TAMPINES AVE 9,0.0029384910409853138
block_257B,0.0029295281120396144
block_138B,0.0029251651292925285
block_588A,0.0029177276571694666
block_288,0.002917076387591422
block_981A,0.002912846551367032
block_501D,0.0029109293042861584
block_748A,0.0029066247122744304
block_747,0.002905601742446473
block_694D,0.002896347321700965
block_265D,0.002894775191868648
block_108B,0.0028920684366657845
block_318C,0.0028864231493266335
street_name_ANG MO KIO AVE 3,0.0028755253380516876
block_816A,0.0028686221599580897
block_53,0.002861844082500342
block_129A,0.0028607792424644174
block_490B,0.0028603545560597077
block_696,0.0028583006710929393
block_268C,0.0028575934133290293
block_677D,0.0028548558529535306
storey_range_10 TO 12,0.002854855212058194
street_name_BEDOK CTRL,0.00285174480761774
street_name_CHOA CHU KANG ST 51,0.0028479229722015997
block_122E,0.002843522882984173
block_548A,0.002842381591878329
block_890B,0.002841241784935722
block_783B,0.00284034668265698
block_436C,0.0028275667169059826
block_559,0.0028087878922873344
block_267B,0.0028081702639728423
block_2B,0.0028043693941128822
block_851,0.0028032963756845497
block_35,0.002800012540352892
block_842B,0.00279663661726981
block_14A,0.0027959512855419977
block_887B,0.0027934851540645234
block_629,0.0027865619431979294
block_43,0.002784447011125568
block_196A,0.002783081047457392
block_494E,0.0027778972753842446
block_498A,0.00277224844624846
block_199C,0.0027582348741768126
block_350B,0.0027576248896346023
street_name_SIN MING RD,0.002755079092143564
block_312B,0.002743676428043962
block_2,0.0027430840997195727
block_550B,0.002741503757553554
block_649A,0.002738785131955135
street_name_MARINE DR,0.0027369517896564943
street_name_ANG MO KIO AVE 1,0.0027329755994558447
block_259C,0.0027265477382238945
block_317C,0.0027260677523024412
block_637A,0.0027253346831659364
block_2A,0.002718300485043512
street_name_SENGKANG EAST AVE,0.0027173547627965533
block_914,0.0027165651835994176
street_name_MARINE TER,0.002709650136055286
block_859,0.0026978019029866296
block_987C,0.002696326639831881
block_426D,0.0026915259287931814
street_name_CHOA CHU KANG AVE 5,0.0026855510205097133
block_468D,0.0026844289933123378
block_3C,0.0026843693808171754
block_75,0.002680926450681076
street_name_WOODLANDS DR 62,0.002680176575858173
block_210C,0.002673434432981736
block_871A,0.0026731709434610895
block_871B,0.0026717081860143654
street_name_FARRER RD,0.00266678580308799
block_282A,0.002666239899647538
street_name_KG KAYU RD,0.0026661388152577903
block_605,0.002655345453354885
block_169A,0.0026542664270952088
street_name_BT BATOK ST 52,0.0026541011186669294
block_197B,0.0026438042975944764
block_683D,0.002643767419951315
block_228,0.0026400397454264812
block_275C,0.0026374878087080944
block_691,0.0026366971975535503
block_158B,0.0026295175300810048
street_name_KEAT HONG LINK,0.002627040018751803
street_name_BT BATOK WEST AVE 2,0.0026180350352886794
block_639,0.0026082843017334323
block_968,0.0026032343150999004
block_469,0.002598938102820414
street_name_CHOA CHU KANG ST 54,0.0025964627597345746
street_name_YISHUN ST 11,0.0025891832046394114
block_3A,0.0025890721152259655
block_462C,0.002588503208764248
block_504D,0.0025846005815617357
block_601A,0.002579850055931754
block_412A,0.0025662506307972954
block_830A,0.0025647168577531687
block_48,0.0025565977151114083
block_497J,0.002552729826539535
block_348A,0.0025458002200065
block_202,0.0025426000876094257
block_668D,0.0025416944057341517
block_26,0.0025396723575823454
street_name_TAMPINES AVE 1,0.0025361626706530416
street_name_HOLLAND CL,0.0025314335358053164
block_807C,0.0025230238140814265
block_802C,0.0025158998526253473
block_172,0.0025137528902183792
street_name_TAMPINES ST 83,0.0025100872374150818
block_351A,0.0024966930815699673
street_name_YISHUN CTRL,0.0024946975673549865
block_656B,0.002490994004104685
street_name_PASIR RIS DR 3,0.002485026015993208
block_165,0.002483745603053089
street_name_UPP BOON KENG RD,0.0024813039877937815
block_283,0.0024810954480944947
block_803A,0.002476769150938196
block_470,0.002471814347670964
block_168D,0.0024672744512188594
block_923,0.002463233275840082
block_496E,0.0024609227450400617
block_276B,0.002458444949600125
block_708,0.0024521113939421912
block_192B,0.0024520789217936656
block_788D,0.002451688570144883
block_919,0.002450746006709803
town_BUKIT BATOK,0.002447381995930975
street_name_C'WEALTH AVE WEST,0.0024471896973106144
street_name_SEGAR RD,0.0024465639324129373
block_336B,0.0024453677464870704
storey_range_04 TO 06,0.002433803496854292
block_101B,0.0024314597355756806
block_394,0.0024276440915289577
street_name_JLN TENAGA,0.0024268419359463334
block_743,0.002425467610024601
street_name_BEDOK NTH AVE 3,0.0024213673911304134
block_483,0.002413388523164972
street_name_WHAMPOA DR,0.0024083715017315654
street_name_JURONG WEST ST 25,0.002404629035881234
block_619A,0.0024043876319346236
street_name_BAIN ST,0.0024042516788489454
block_521,0.0024013227538681736
block_907,0.0024009757966956258
block_105A,0.0023916507412287125
block_12A,0.0023908834351207275
block_684C,0.0023848390325580393
block_517E,0.0023843331683759406
block_230B,0.0023838447645532224
street_name_TAMPINES AVE 7,0.0023834446411208354
street_name_BEDOK NTH ST 2,0.0023798746820089534
block_480,0.002379534925840643
block_255,0.0023617426117243934
block_234A,0.002360188116670603
block_779,0.002359648507361811
block_546C,0.0023589199994848986
block_349,0.002349731296747537
street_name_PASIR RIS DR 6,0.002348933422992916
block_31,0.002348509939551491
street_name_SERANGOON NTH AVE 3,0.0023459439312016883
block_506A,0.0023403941863751054
block_237,0.002332743117249292
block_80B,0.002331145453214001
block_473D,0.0023276740545188357
block_277,0.0023258706791438044
block_817,0.0023252898553893786
block_575,0.0023162570697368157
block_697,0.0023162013350737087
block_359,0.002306629285895534
street_name_BRIGHT HILL DR,0.002296216837796461
block_658A,0.002294437117111192
block_118C,0.002292744051168194
street_name_SUMANG WALK,0.0022895773089794957
street_name_WELLINGTON CIRCLE,0.0022878485707782392
block_299C,0.002281717709482489
block_18B,0.0022766343727633753
block_917,0.0022751552267346042
block_236,0.002273374570685993
block_625A,0.0022689236506281407
flat_type_MULTI-GENERATION,0.002268683309363473
block_916,0.002266598149993637
block_291D,0.0022647430994566786
block_804B,0.0022633337884281346
block_430A,0.002261588805453796
street_name_ANCHORVALE CRES,0.0022601639617432223
street_name_YISHUN AVE 6,0.0022581122592928438
street_name_COMPASSVALE DR,0.0022411407408242656
block_511C,0.002231118749359995
block_763,0.0022303997882822113
block_224B,0.0022238030519767804
block_493,0.0022169528974615993
street_name_JURONG EAST ST 32,0.002214011507941205
block_681A,0.002212141558515235
street_name_LOR 3 TOA PAYOH,0.0022082868717570037
block_8A,0.0022067995041448185
block_624A,0.0021984808869945915
block_589D,0.002198075692081858
block_808C,0.002197614379212398
block_426,0.002185555555169527
block_332,0.002181223336695348
block_8,0.002177390463406592
block_130,0.0021759490688331162
block_113B,0.0021727189736973074
block_530A,0.0021721402865062522
street_name_UPP SERANGOON VIEW,0.002168196621110008
block_297A,0.0021658134083841762
block_830,0.002164617467589558
block_805B,0.0021642111518100915
block_12,0.002161530093980346
street_name_ANG MO KIO AVE 4,0.0021614959259776967
block_891B,0.0021614011893444918
flat_model_Premium Apartment Loft,0.002157455042692824
block_93A,0.002156844253377921
street_name_WOODLANDS CRES,0.0021549045444313464
street_name_HOUGANG ST 32,0.0021517006626041724
block_653B,0.00215151590635676
street_name_CHOA CHU KANG AVE 1,0.0021339526052575053
street_name_CHAI CHEE RD,0.002132808402770525
block_461,0.0021313014200603497
block_197A,0.0021244919873975032
block_691A,0.002123647170191978
block_89,0.0021230749773171187
block_780,0.0021210650698351152
block_734,0.0021195728781908674
block_607,0.0021175708451712794
block_356C,0.002116424583098908
street_name_FERNVALE RD,0.0021162711820299496
block_313C,0.0021149664115589495
block_238,0.002114830242016197
block_573A,0.0021111147309886835
block_63A,0.002105667236783626
block_231A,0.0021048618277341724
block_527D,0.0020954094862151162
block_589B,0.0020817168966222876
block_42,0.0020770841620612046
block_338C,0.0020731869868448882
block_524A,0.002072715331655761
block_413B,0.0020709964548386584
block_833,0.0020701032797976193
street_name_HOUGANG ST 91,0.002066812021799258
block_273B,0.002065833151613461
block_322,0.0020636897570081025
block_572,0.0020576206613884818
block_333D,0.002056343173568731
block_617A,0.002055378260641616
block_966,0.0020523847118865124
block_335A,0.002051594912831689
street_name_YISHUN ST 43,0.0020406266887482705
block_102D,0.0020342415690732807
block_309A,0.002028558280325665
block_856,0.0020230745932252603
street_name_RIVERVALE WALK,0.0020215632765270275
block_234,0.0020203068432458338
block_466B,0.0020149833045162158
block_451B,0.0020077193517737957
street_name_CLEMENTI WEST ST 2,0.002002505634390195
town_GEYLANG,0.0020011098098871027
block_276,0.0020005259374671347
block_715,0.001986906301195024
block_167B,0.001985231092413553
block_493C,0.0019766390989384153
block_151,0.0019752371708592342
block_205,0.001974898956093485
block_162A,0.0019687167226418723
block_303,0.00196609620892918
block_38A,0.0019588672244617022
block_231B,0.001956706104564221
street_name_JURONG EAST AVE 1,0.0019474375407251276
street_name_BT BATOK EAST AVE 3,0.0019434350609484063
street_name_EUNOS RD 5,0.0019354452875783856
street_name_EDGEFIELD PLAINS,0.0019320300715555128
block_209A,0.0019265954648874928
block_401,0.0019249542216830395
block_211C,0.0019175159979423206
block_494C,0.001896297528454438
block_659A,0.001895908162940163
block_838,0.0018951270911555795
block_683B,0.0018910502920566064
block_125,0.0018883643511033998
block_336D,0.0018795504902742177
block_64,0.001878852903343775
block_414B,0.001872102517737284
block_110A,0.0018603194836399606
block_475A,0.0018586436352709956
block_840,0.001854775412284404
block_761,0.001854473682584068
street_name_WOODLANDS RING RD,0.0018483793920966995
block_550A,0.0018366700723986273
block_705,0.0018349243860826814
block_231,0.0018340203386100207
block_25,0.0018313416341799726
block_688,0.0018277358915284037
block_305D,0.001824561670287217
block_664A,0.0018243259030712444
block_477,0.0018203507508096628
block_871C,0.0018198349030726924
street_name_YISHUN CTRL 1,0.0018184972246120257
block_288A,0.0018096679237833424
block_667,0.0018012184987756807
block_454,0.0017991694736696484
block_343,0.001788565897688832
block_455C,0.00178823262559491
street_name_CLEMENTI WEST ST 1,0.0017869791522011624
block_661B,0.0017844386448766514
block_662D,0.0017840512164486455
block_269C,0.0017838385361332865
block_847,0.001769912050394451
street_name_BUANGKOK CRES,0.001765907017124091
block_706,0.0017583411759665157
block_776,0.001758163477525665
block_989C,0.0017495253535544375
block_772,0.0017385624755275053
street_name_SIMEI LANE,0.0017315062671103831
block_411,0.0017275456205743112
block_527,0.0017245012366342571
town_BEDOK,0.0017218412284165652
block_666,0.0017213046919375419
block_893A,0.0017206434884051713
block_892,0.001714435945251891
street_name_FERNVALE ST,0.0017035675494538882
block_961,0.0017020657642539128
block_970,0.0016911099887539915
block_508C,0.001689000745242808
block_729,0.0016867022770643558
block_320,0.0016748685131369179
block_986A,0.0016728415299640531
block_664,0.0016651091655497385
block_490D,0.0016614384639406232
block_605C,0.001657700726119149
block_119,0.0016542651931610308
street_name_BEACH RD,0.0016513202211376754
block_335,0.001650213196291661
block_835,0.0016472937540548127
block_209B,0.001646319450102629
block_201,0.0016395246987528367
block_613D,0.0016386013577855962
block_929,0.001635414450020578
street_name_BT PURMEI RD,0.0016351040682975881
street_name_SEMBAWANG VISTA,0.001621927290385461
street_name_TOA PAYOH EAST,0.0016151553163392673
block_853,0.0016125048073130088
block_306A,0.0016105889647368699
street_name_CLEMENTI AVE 3,0.001610221593961736
block_603,0.001607074818021248
block_633,0.0016048253397367152
street_name_YISHUN AVE 4,0.0016034636865882579
street_name_CHOA CHU KANG AVE 3,0.0016033915632074347
block_809,0.001602323962591523
street_name_SIMEI ST 4,0.0015931745721602386
block_455A,0.0015862155964954106
block_785,0.0015846933227599003
block_875,0.0015801497590375302
street_name_BT BATOK WEST AVE 6,0.0015726490842422614
block_104,0.0015615539764797237
block_429B,0.0015597667817290883
block_248,0.001557018379701125
block_491,0.0015569887615600742
block_778,0.0015471112102416473
block_442B,0.0015390384846063476
block_73A,0.0015379672933952815
block_116,0.0015346556011741619
block_159A,0.0015338328975340598
block_670C,0.0015322304468698977
block_434A,0.0015255798213638094
block_157A,0.0015231016002623665
street_name_BT MERAH CTRL,0.001522683074244302
block_288B,0.00152206903587504
block_388,0.001519397860738847
block_288F,0.00151523692344524
block_155,0.0015147654045313264
block_870A,0.0015147398146151403
block_417A,0.0015097131433257083
block_80A,0.0015030877531747588
street_name_JLN KAYU,0.0015018569903009205
block_186A,0.0015000281849355535
street_name_FRENCH RD,0.001496746253318637
block_681C,0.001494009794509532
block_180C,0.0014903611154604146
block_325A,0.0014899473520568751
block_435,0.0014891344748895197
street_name_COMPASSVALE LINK,0.001486814830044647
block_502D,0.001486443932131598
block_784,0.0014814105692275703
block_688B,0.0014810971530145878
block_647,0.0014770116888347395
block_251,0.0014679471201182182
block_780F,0.001465179346519463
street_name_FAJAR RD,0.0014637524298084514
block_41,0.0014618484667847653
block_209C,0.0014609624301071822
street_name_BOON LAY AVE,0.0014569860622313247
block_803,0.0014421031468441203
block_219,0.0014402490575975424
block_603A,0.0014395224817826957
block_271B,0.0014308439421726327
block_673,0.0014270623457919296
block_661D,0.0014267841467427989
block_404,0.0014262120677197565
region_East,0.0014175283410038375
block_337A,0.001414355412926005
block_227A,0.0014141225279822311
street_name_JURONG WEST ST 41,0.001411151006778022
block_725,0.0014092534238820953
street_name_YISHUN RING RD,0.0013977844099568593
block_204A,0.0013972536137165648
street_name_EMPRESS RD,0.0013920767388406752
block_455,0.0013836273472793703
block_290,0.001378060833422845
block_435A,0.0013658784789420952
block_494J,0.0013565362374057255
block_899B,0.0013534075838659287
block_676B,0.001340581130617302
street_name_KENT RD,0.0013278650920955926
block_490A,0.0013277393480319866
street_name_YISHUN AVE 3,0.0013243069066899427
block_213B,0.0013238450117258882
block_591A,0.0013183326871821777
block_899A,0.0013157007515369745
street_name_WOODLANDS AVE 9,0.001313765875673889
block_953,0.0013116370434809177
street_name_SEMBAWANG DR,0.0013106290309914392
block_662C,0.0013092037505466614
street_name_TECK WHYE CRES,0.0013051110285255962
block_615,0.0013020225147053477
block_301,0.0013001309532238992
block_307C,0.0012960977262386209
block_200B,0.001290272431255346
block_561A,0.0012893653335921407
street_name_BEDOK NTH ST 3,0.0012887805369292682
block_170B,0.0012793597008895485
block_216,0.001277567180369532
street_name_ANG MO KIO ST 21,0.0012711877385311876
street_name_PASIR RIS ST 41,0.0012686036059108563
street_name_JLN BT MERAH,0.0012627983754653904
block_518,0.0012456172659143228
block_216D,0.0012308109353027508
block_176B,0.0012273114649605787
block_258A,0.0012199461633808362
block_306D,0.0012094570191678589
block_261A,0.0012077046018021953
street_name_MARSILING RISE,0.0012022331450287638
block_896A,0.0011999128928903424
block_409B,0.0011946426147300127
block_785B,0.0011917661529139423
block_365,0.0011909538322285584
street_name_VEERASAMY RD,0.0011814428630501084
block_690B,0.0011753365147659789
block_792,0.001170149074879001
block_437,0.0011693161250534434
block_443C,0.0011664222904528287
block_508B,0.0011559238704184072
block_171C,0.0011489487786553454
street_name_BISHAN ST 24,0.0011427172701081734
street_name_C'WEALTH CRES,0.0011402654880445784
street_name_CHOA CHU KANG DR,0.0011380731864032434
street_name_GEYLANG EAST CTRL,0.0011368948829375558
block_325,0.0011290619856136885
block_660,0.0011285105285490094
block_208,0.001123751896659586
block_289C,0.0011229497984657222
street_name_WOODLANDS ST 13,0.001122846756069995
block_156,0.0011097209994910262
block_974,0.0011090686416002082
block_310B,0.0011044414056926577
block_163C,0.0011032176400966875
block_543,0.0011024106424568636
block_479,0.0011003923872838772
block_101,0.0010979663760493086
block_977,0.0010894938938710297
block_863,0.0010884318345985022
block_199B,0.00108746348888622
street_name_SPOTTISWOODE PK RD,0.0010822750207342136
block_302D,0.0010760834960130694
block_339A,0.0010737713002964
block_782A,0.0010638403061764556
block_280,0.0010524032228993452
block_428B,0.0010501732264718289
block_499A,0.001049378774729659
block_526A,0.0010465174660527765
street_name_SERANGOON CTRL,0.0010462297006934573
block_1C,0.0010377318446994632
block_516,0.0010258189014595853
block_503A,0.0010203225835734298
street_name_BT BATOK WEST AVE 8,0.0010198600956479176
block_273,0.0010138379392894414
block_680,0.0010085755168656174
street_name_TAMPINES ST 72,0.0010019229358784187
street_name_CLEMENTI ST 14,0.0009990594927336005
block_379,0.000996336346450022
block_815B,0.0009895142754041686
block_220,0.0009876823020376069
block_505,0.0009795137886590144
block_571C,0.0009753025628376211
block_512B,0.000969801032464801
block_79B,0.0009683061292102835
block_664B,0.0009588483570501793
block_191A,0.000955010216861174
block_593A,0.0009513366991857897
block_628B,0.0009448255709856301
block_411A,0.000940123129100412
block_312,0.0009376717632227916
street_name_HOUGANG ST 61,0.0009365973031609798
block_780D,0.0009253350133779925
block_310C,0.0009232079400596227
block_277D,0.0009214648510489365
block_441A,0.0009204378283373948
street_name_JLN BERSEH,0.0009129851089069163
block_998B,0.0009083904369089346
block_735,0.0009034165099590652
block_519D,0.0009007328725432195
block_183,0.000896043302420102
block_286B,0.0008938562280631501
block_116B,0.0008890403312951101
street_name_TAMPINES ST 34,0.000881106035202972
block_546B,0.0008756746384734893
block_180B,0.000875493792766413
block_145,0.0008707627517188232
street_name_WOODLANDS DR 42,0.0008676250864096957
block_87,0.0008638296547902602
block_628,0.0008629175770922259
block_163A,0.0008628997812358818
block_448,0.0008585356582624382
block_166B,0.000857958605124276
town_BUKIT PANJANG,0.000855130749600086
block_94B,0.0008539164878873517
block_803B,0.0008494151130664651
block_509,0.000849170646702424
block_700A,0.0008488036482245942
block_614B,0.000843069406853747
street_name_CLARENCE LANE,0.0008415500198477588
block_288D,0.0008398229472597052
block_972,0.0008379622464822489
block_509A,0.0008375885595783839
street_name_PENDING RD,0.0008374673936306642
street_name_HOUGANG ST 22,0.0008340124473888988
street_name_CHOA CHU KANG AVE 2,0.0008169957453159071
block_438A,0.0008126968256383371
block_61,0.0008085599879308347
block_415,0.0008077511174637841
street_name_JURONG WEST ST 74,0.0008036488805445163
street_name_GLOUCESTER RD,0.0007881776841323074
block_18C,0.000786793612604475
block_523D,0.0007853889117375168
block_721,0.0007772641087577803
street_name_WOODLANDS DR 72,0.0007737705868386957
block_998A,0.0007726332322908203
block_1D,0.0007694746936059982
street_name_GEYLANG BAHRU,0.0007657122404458594
block_207A,0.0007652177868655574
street_name_CHOA CHU KANG NTH 7,0.0007571368575094439
street_name_SAUJANA RD,0.000750228277025089
block_227,0.0007477520085321654
block_295,0.0007390399798679059
block_194B,0.0007383832978418159
block_432,0.0007318211411919684
block_864A,0.000729874938357078
block_206C,0.0007258761201187625
block_197C,0.0007246041130621883
block_818C,0.0007234965318698716
block_298C,0.0007229067413865309
block_562,0.0007129514968802209
block_357B,0.000701747227494165
storey_range_19 TO 21,0.0006933808385696238
block_185B,0.0006920664082528116
street_name_PUNGGOL RD,0.0006887814624758626
block_887A,0.0006861992387643401
block_433A,0.0006766668144322363
block_564,0.0006757178691638721
street_name_TAH CHING RD,0.0006743526833694613
street_name_KALLANG BAHRU,0.0006721486534835286
block_241,0.0006645528015529756
block_167C,0.0006604714099094355
block_260C,0.0006584589323781476
street_name_YISHUN ST 21,0.0006514242627340128
block_733,0.0006407948077939984
block_259,0.0006405012926353759
block_13,0.0006377283120739818
block_330B,0.0006344484326989974
block_804,0.0006231580860891484
block_487B,0.0006226376867530803
block_452A,0.0006152618290826695
block_589C,0.0006138477642703144
block_321,0.0006077547500036307
block_666B,0.0006058393444630106
block_574A,0.0006016640747603663
block_94,0.0005981934728165328
block_442,0.000598000920206232
block_229,0.0005961616209335663
block_120D,0.0005950890805372921
block_886D,0.0005940398145172221
block_344,0.0005920980984728264
street_name_WOODLANDS AVE 6,0.0005874849438145535
block_409A,0.0005832264272160881
street_name_SIMS PL,0.0005828190442134229
block_324B,0.0005663145165022421
block_110D,0.0005644805931241947
street_name_BT BATOK ST 32,0.0005615028288126211
street_name_TAMPINES ST 22,0.0005573394521134478
street_name_SERANGOON AVE 1,0.00055709121642189
block_98,0.0005485245193306287
block_468C,0.0005479810831738874
block_355,0.0005425676706816152
block_897A,0.0005390582367399421
street_name_JURONG WEST CTRL 1,0.0005388959538774607
block_273A,0.0005336689909474224
block_38D,0.0005287042845660839
street_name_BANGKIT RD,0.0005238873840780478
block_504C,0.0005129537977788257
block_102B,0.0005121175605171668
block_453B,0.0005093949787071672
block_79E,0.0005083941827948024
block_689A,0.0005066243644089585
block_638B,0.0005056982329743054
block_296,0.000504308726493985
block_948,0.0005019589568833194
flat_model_Premium Maisonette,0.0004945852620978908
block_898A,0.0004943194142184026
block_403,0.0004931180832499216
block_5A,0.0004852724748156678
block_530C,0.00047509322464511783
block_36,0.00047224561213377036
block_633C,0.0004703799600425107
block_672B,0.0004700550048706287
block_285C,0.00046978824821675147
street_name_JURONG WEST ST 73,0.00046447787771097815
block_468A,0.00046394312860953413
block_785C,0.0004596374925285307
block_327B,0.0004566764551596769
street_name_HOY FATT RD,0.0004552988099975064
block_430D,0.00045309433269213883
block_33,0.0004517578506930686
block_689,0.00044908627072826057
block_551,0.0004467025395589186
block_364A,0.00044575330980456407
block_158,0.0004432452668452491
block_868C,0.0004417775210818764
block_230E,0.00043938162317758156
block_487,0.0004315790571349787
block_439A,0.000430692029901536
block_697A,0.0004288324509815755
block_293D,0.00042693589475040206
block_319C,0.00042644102031896836
block_694C,0.0004203608044408558
street_name_BEDOK NTH AVE 4,0.0004189659916056243
block_766,0.0004182280110174297
block_852,0.0004182243224877258
street_name_POTONG PASIR AVE 1,0.00041329138021350964
block_203D,0.0004047458456761799
block_299A,0.0004028905477240219
street_name_DOVER RD,0.0004010923567330238
block_191B,0.0003961418920732651
block_180D,0.00039540155442696623
block_260,0.0003870881144190097
street_name_BEDOK NTH RD,0.0003820471008106896
block_517D,0.000379975238010255
block_572B,0.00037077084721981457
block_623A,0.00036584855300714203
street_name_DAWSON RD,0.00036109602495915105
block_375,0.0003591061179837318
block_360C,0.0003563746756924946
block_913,0.00035615381017239933
block_879,0.0003550173434967441
block_780C,0.00035325967028709826
block_309C,0.0003525993451267695
street_name_UBI AVE 1,0.0003496894632097902
block_896C,0.00034858285655792187
block_224C,0.00034015802917886084
block_75A,0.0003387385638728979
street_name_TAMPINES ST 71,0.00033429286252339985
block_105,0.0003286778325621853
block_230J,0.0003229779551534584
block_617,0.0003223452287086648
street_name_HOUGANG AVE 2,0.00032108626746496505
block_522C,0.0003209290592802727
block_510,0.00031851154537565485
block_107C,0.00031256326270101553
block_289F,0.00030930324507005835
block_603B,0.00030329059214273535
block_493B,0.0002893906334986429
street_name_REDHILL RD,0.0002870647133319526
block_619C,0.00027398212357265805
block_128C,0.00027304614932366356
block_201A,0.0002669050717540866
street_name_JURONG EAST ST 24,0.0002653519499737911
block_443,0.000263888628381892
block_277C,0.00026134993111814886
block_215A,0.00025585747007972337
block_435C,0.0002337834483445711
block_850,0.0002251697503161676
street_name_WOODLANDS DR 73,0.0002189285893801074
street_name_OLD AIRPORT RD,0.000211449718059864
block_650B,0.0002092160555604572
block_497B,0.00020741865648754576
block_410,0.0002061522672365257
block_173B,0.00020423293986149282
block_196C,0.00020383009219271386
block_436,0.00020184780236065514
block_602A,0.00020169676446224472
block_475D,0.00018667552271800503
block_39,0.00018602619440688528
block_979B,0.00018431138239805023
street_name_MEI LING ST,0.00018073557363385007
block_131,0.00017905894288716695
street_name_JURONG WEST AVE 5,0.00017896407414608184
block_233B,0.0001786426070142788
street_name_YISHUN ST 81,0.00017719398754345583
street_name_JLN RAJAH,0.00017676684953205068
block_628A,0.0001751402389411627
block_635C,0.00017360110993935862
street_name_CHOA CHU KANG NTH 5,0.0001661285230543097
block_861,0.00016142302652522034
block_170C,0.00016037033147786595
town_KALLANG/WHAMPOA,0.00015493351275486233
block_677,0.00015419557179652266
block_297C,0.000149935980445548
street_name_YISHUN ST 61,0.00014763129916484097
block_304A,0.0001470152290601323
block_48A,0.0001396027701925373
block_704,0.00013603721660904178
block_266D,0.000134798007810355
block_203,0.000132435727276059
block_868A,0.00013207580154506182
block_648D,0.00012875539411516534
block_353C,0.00012580155025632145
block_801D,0.00012498708594632646
street_name_SIMS DR,0.00012155089579790612
block_434,0.00011828838695704391
street_name_TAMPINES ST 84,0.00011212410298022668
block_103C,0.0001067230203957159
block_613C,0.0001065372265802722
block_990B,0.00010618629241321287
block_583,0.00010042057016290684
block_105C,9.99900472382631e-05
block_493A,9.170645005585065e-05
block_9A,8.826482495560839e-05
block_637,8.644962195591965e-05
block_803C,8.279379354170224e-05
block_509B,8.006828661666354e-05
block_642B,7.34135634214983e-05
block_232B,6.646940156573855e-05
block_482,5.846398882769499e-05
block_718,5.7511215278971406e-05
block_369,4.9945603884271605e-05
block_683,4.127614423588e-05
street_name_TAMPINES CTRL 8,3.9313090596238e-05
block_451,3.86916653971614e-05
block_518C,2.9710200802668396e-05
block_489,2.8957734012236003e-05
block_92,2.62905939540925e-05
block_589,1.5789213678729652e-05
street_name_PASIR RIS DR 10,1.3061091698185479e-05
block_602B,9.142329035816132e-06
block_306,5.302231625536891e-06
block_497F,2.8738219779445018e-06
block_90A,0.0
block_969,0.0
block_962,0.0
block_615C,0.0
block_616,0.0
block_963,0.0
block_964,0.0
block_965,0.0
block_561B,0.0
block_967,0.0
block_96A,0.0
block_557,0.0
block_97,0.0
block_561,0.0
block_975,0.0
block_976,0.0
block_978C,0.0
block_617B,0.0
block_558,0.0
block_979,0.0
block_567,0.0
block_568,0.0
block_887C,0.0
block_615A,0.0
block_950,0.0
block_571B,0.0
block_952,0.0
block_954,0.0
block_613A,0.0
block_613B,0.0
block_889D,0.0
block_957,0.0
block_958,0.0
block_570C,0.0
block_889C,0.0
block_959,0.0
block_889A,0.0
block_570A,0.0
block_95C,0.0
block_614,0.0
block_614A,0.0
block_96,0.0
block_57,0.0
block_888A,0.0
block_569,0.0
block_617C,0.0
block_556,0.0
block_979A,0.0
block_987D,0.0
block_988C,0.0
block_989B,0.0
block_989D,0.0
block_880,0.0
block_99,0.0
block_547C,0.0
block_618B,0.0
block_547A,0.0
block_879B,0.0
block_991A,0.0
block_879A,0.0
block_992A,0.0
block_996A,0.0
block_999B,0.0
block_618D,0.0
block_878B,0.0
block_878,0.0
block_544,0.0
block_877,0.0
block_988B,0.0
block_881,0.0
block_95,0.0
block_549A,0.0
block_886B,0.0
block_555,0.0
block_618,0.0
block_554,0.0
block_979C,0.0
block_553,0.0
block_980B,0.0
block_981B,0.0
block_885,0.0
block_981D,0.0
block_984B,0.0
block_883,0.0
block_984C,0.0
block_985B,0.0
block_550,0.0
block_55,0.0
block_882,0.0
block_549B,0.0
block_987B,0.0
block_613,0.0
block_890C,0.0
block_890A,0.0
block_92B,0.0
block_903,0.0
block_601,0.0
block_589A,0.0
block_601B,0.0
block_601C,0.0
block_601D,0.0
block_90,0.0
block_8C,0.0
block_92A,0.0
block_588C,0.0
block_604,0.0
block_602C,0.0
block_588B,0.0
block_899C,0.0
block_932A,0.0
block_898B,0.0
block_588,0.0
block_933A,0.0
block_934,0.0
block_603C,0.0
block_928,0.0
block_927,0.0
block_904,0.0
block_926,0.0
block_912,0.0
block_596D,0.0
block_59C,0.0
block_593B,0.0
block_592C,0.0
block_915,0.0
block_592B,0.0
block_91A,0.0
block_909,0.0
block_592A,0.0
block_920,0.0
block_590C,0.0
block_590B,0.0
block_590A,0.0
block_906,0.0
block_921,0.0
block_924,0.0
block_6,0.0
block_925,0.0
block_898,0.0
block_604A,0.0
block_596C,0.0
block_612,0.0
block_894,0.0
block_574B,0.0
block_574,0.0
block_573C,0.0
block_610,0.0
block_947,0.0
block_893C,0.0
block_573B,0.0
block_611,0.0
block_893B,0.0
