Feature,Mutual Information Score
block_596A,0.0050401286281200885
block_932B,0.005035833558799219
block_10A,0.005033848416064357
block_138,0.00503358173371371
block_279C,0.005030192816410262
block_59,0.005025351552963464
block_204D,0.005020785267295436
block_911,0.005015169548109988
block_257C,0.005012122318057921
street_name_JLN BAHAGIA,0.005001631256165151
street_name_TELOK BLANGAH DR,0.004997545429099137
block_130A,0.004991559927191691
block_333C,0.004987125671024328
street_name_TECK WHYE LANE,0.004982142064000161
block_827,0.004966153933938289
block_945,0.004946314055937151
block_310A,0.004938757751666412
block_421,0.004938265466553293
block_376C,0.004936268094943408
block_306B,0.004929886524162264
block_990C,0.004929252051599775
block_106,0.004921394184510541
block_119C,0.00491756361287865
storey_range_22 TO 24,0.004914185782940894
block_83,0.004909384830109609
block_742,0.004905859261947976
street_name_KIM TIAN RD,0.004902707862538325
block_625,0.0049019581376270605
block_660A,0.004898981446878725
street_name_JURONG WEST ST 61,0.004898715194562309
block_173,0.004894031201254645
block_323B,0.004874441948861996
street_name_HOUGANG ST 21,0.004867226666847468
block_648B,0.004866910439789596
block_416A,0.00485260969902912
block_676A,0.004852574003246124
block_153A,0.00484874614152031
block_317B,0.004833597933857847
street_name_MARSILING RD,0.004829301937462782
block_520B,0.004827813032238559
block_427,0.004826256447848065
block_95B,0.004821819057229559
street_name_WOODLANDS DR 53,0.0048210701718447435
block_682C,0.004812228513396244
block_270B,0.004806477267313758
street_name_TG PAGAR PLAZA,0.004805717718477487
block_161B,0.00479528846209587
street_name_JLN KLINIK,0.0047749109066828055
block_547,0.00477478407630727
block_305A,0.004767673762286817
block_1A,0.004764561146523683
block_671C,0.004764403466663847
street_name_PUNGGOL EAST,0.004763724749464737
block_440C,0.004762556190810674
block_157C,0.00475074892428573
block_910,0.004733593423934979
block_9,0.004726818580742975
block_740,0.004707028545582803
block_112,0.004702821381163957
street_name_TAMPINES ST 21,0.004691826776433317
block_297D,0.004682329627329729
street_name_TAMPINES ST 12,0.004677387812044298
block_935,0.004673553654380047
street_name_ALJUNIED RD,0.004659095577519423
flat_model_Model A-Maisonette,0.0046488063221712395
block_918,0.004647241018698622
block_697C,0.004643010521357516
block_467B,0.004641111722972768
block_490,0.004640071530225498
block_38C,0.0046391322003467295
block_641B,0.004619137428604647
block_522B,0.004618238276667297
block_439B,0.004617341237302286
street_name_SERANGOON AVE 2,0.004601205398177877
block_526,0.004586338893409314
block_130B,0.004576320114722421
block_507C,0.004567079995055456
street_name_ANG MO KIO ST 52,0.004566764536930057
block_466D,0.004556659305928967
block_88,0.004548739232516752
block_267C,0.0045470092700445885
street_name_UPP SERANGOON RD,0.004540259020240578
block_302C,0.004528166352046226
street_name_HOUGANG CTRL,0.0045191831860667
block_472,0.004515737066033143
block_748,0.004513048223519167
block_8B,0.004512957687653918
block_672,0.0045122127613677065
street_name_ANG MO KIO AVE 10,0.004506861989292066
street_name_TOWNER RD,0.0045028952892072205
block_671A,0.004501584894021304
street_name_YUAN CHING RD,0.004471085815808351
block_306C,0.004463768847907668
block_930,0.00444941505059937
block_602,0.004429190178604658
block_677C,0.004429002046216768
block_220B,0.0044219220988857
block_207B,0.004417862403867767
block_298,0.004416198485328371
block_867A,0.004397587686319815
block_90B,0.0043965617248504785
street_name_DEPOT RD,0.004395661779792004
block_517,0.004393717291939048
block_217,0.004385264239531672
block_295A,0.004367073382968822
block_637C,0.004363651638319643
block_635,0.004356045875251846
street_name_LOR AH SOO,0.0043356245800603155
block_431A,0.004332960962791121
block_496D,0.004326550147554675
block_264E,0.004321129608194418
block_508A,0.0043153767876316085
town_CHOA CHU KANG,0.0043145616648976315
block_424B,0.0043144704597477546
block_622C,0.004311862677959022
block_362,0.004305506526727898
block_806,0.004301187293860975
street_name_KIM PONG RD,0.004297993927121269
block_688D,0.004296060191692153
street_name_TOA PAYOH NTH,0.004295335557491287
street_name_YISHUN ST 72,0.00429478318276999
block_413,0.004292823075744412
block_637B,0.0042889894531261685
block_232,0.004276423204849333
block_736,0.004257569058970567
street_name_YISHUN ST 71,0.004248569764407462
block_453D,0.004247427922480895
block_861A,0.0042357312520062695
block_311A,0.004235632759826746
block_101A,0.004235203262778153
block_230,0.004233816369550558
block_357A,0.004230373437686286
block_266,0.004228050221781743
block_113C,0.004219690827473421
street_name_WEST COAST RD,0.0042194417886423086
block_624B,0.0042187708068297525
block_821,0.004213057162322897
block_360B,0.004194445083253173
block_658,0.004182339413426606
storey_range_40 TO 42,0.004180382015684492
block_451A,0.004175888537576888
block_372,0.004158513457467983
block_889,0.004150993036162953
block_667D,0.004141172551740624
block_109C,0.004135219250638311
street_name_YISHUN ST 51,0.004115035487305629
block_570B,0.004112159315430297
town_BUKIT TIMAH,0.0041121042992029455
street_name_YUNG KUANG RD,0.004110394195676381
street_name_TELOK BLANGAH WAY,0.004102103836577831
block_308B,0.0040954278784113285
block_535A,0.004086324584632317
block_189,0.004086066674074074
block_272B,0.004080107108042741
block_669A,0.004075662111566958
block_874,0.0040699790451190765
block_793,0.004063300494551392
block_221A,0.004063085516552878
block_359C,0.004053837638881008
block_223A,0.004042500811155536
street_name_QUEEN'S CL,0.00403787105379072
block_163,0.004032229606422577
block_358,0.004020334947502979
block_278,0.004015949588176637
block_664D,0.004015071716488849
block_501C,0.004008635568599983
street_name_LENGKONG TIGA,0.004000957736454147
street_name_BOON KENG RD,0.0039954976943803455
block_546A,0.003993681110607605
block_997B,0.003991617203703779
street_name_CHAI CHEE DR,0.00396461875260079
block_612A,0.003956010329706272
block_498E,0.00395575045749097
block_293C,0.003951876000807042
block_673C,0.003949081612675043
block_626,0.003947366361212401
street_name_LOWER DELTA RD,0.0039469393923659
block_868,0.003931057489568124
block_783D,0.003923016816349101
block_286A,0.00392097674592673
block_342C,0.003914057068182819
block_884,0.00390853146551895
street_name_JELLICOE RD,0.003892168328214707
street_name_LIM LIAK ST,0.003890781029474377
street_name_BOON TIONG RD,0.0038863958425445766
street_name_PUNGGOL PL,0.0038846679090125402
street_name_HOUGANG ST 11,0.0038826916373051468
street_name_ANCHORVALE LANE,0.003881764101720364
town_TAMPINES,0.003878255293985333
block_431C,0.0038775396501760095
block_650,0.0038707957450421215
block_675D,0.003870448814363714
block_308,0.0038644081025407395
block_527B,0.0038565529569982715
block_243,0.003853317388203381
block_317D,0.0038457317975966188
street_name_COMPASSVALE BOW,0.003844085300856115
block_304,0.003843200186583129
street_name_ANCHORVALE RD,0.0038423425741667128
block_995C,0.003834672399448902
street_name_JLN DUA,0.0038290949228214632
block_10B,0.003822831788811598
block_648,0.0038194643134301653
block_868B,0.003817117625677602
block_596B,0.003810877551785108
street_name_CHOA CHU KANG NTH 6,0.003809541865276378
block_869,0.003795912318196537
street_name_ANG MO KIO AVE 9,0.00379020801211305
block_337B,0.003785188288594421
block_263,0.003780755583544293
street_name_EVERTON PK,0.003779670906953525
block_956,0.003777098541772661
street_name_BALAM RD,0.0037707651210208137
block_384,0.0037690854507039795
street_name_JURONG EAST ST 21,0.003764742433370216
block_990A,0.0037565500257716877
block_303A,0.00375527727917091
town_JURONG EAST,0.003750345399969879
block_126D,0.0037478183778907326
block_406A,0.0037447513097086382
block_459,0.003740972483899263
block_902,0.0037385907271025864
block_132,0.0037314298367878695
block_747A,0.0037268579850788797
block_688F,0.003721221515950779
block_74A,0.0037176523767386005
block_654A,0.0037170209121832887
block_714,0.00371375250285344
block_341B,0.003706429549480861
block_174C,0.003704057805322458
block_331B,0.0037040235393799303
block_76,0.003703045985004483
block_440,0.003702605954642335
block_297B,0.003698921331245497
block_892A,0.0036958197587610986
block_442C,0.003688065738348012
block_645,0.003688006878721062
block_328,0.0036723225152663908
block_165B,0.00365862443178977
block_169C,0.0036462137006336715
block_897,0.0036438081526013466
block_777,0.0036434550527231213
block_180,0.0036405538558517136
block_82B,0.0036365937652995672
block_282,0.0036329498839451357
street_name_CHOA CHU KANG AVE 7,0.0036197687353327623
block_197D,0.0036090354043349926
block_686,0.0036087595053180266
block_518D,0.0036068124752752784
block_389,0.0036036194012030176
block_123A,0.0036033710283058795
block_188B,0.0036000947775083336
block_32,0.0035985365711701522
block_891,0.0035982897716044793
street_name_PASIR RIS DR 1,0.003589072255231862
block_111A,0.0035863819118691076
block_678A,0.003586261618306663
block_571,0.0035810189873175524
block_450F,0.003574863627626934
block_540,0.003571240013880983
block_807A,0.003569814171505037
street_name_DOVER CL EAST,0.00356287365072272
block_842E,0.00355842654210492
block_812B,0.0035582316364966005
storey_range_28 TO 30,0.0035561325433146607
street_name_TAMPINES CTRL 7,0.003554039122473096
block_617D,0.003551113133496875
block_512C,0.003546458833836974
block_331,0.0035451140180140506
block_166A,0.003544031684284965
block_439,0.0035341267003894394
block_387,0.003530703870413321
street_name_TAMPINES ST 43,0.0035284747152324325
block_275B,0.003521870234096891
street_name_BEO CRES,0.0035186079409483817
block_624,0.003518387025910341
street_name_CHOA CHU KANG AVE 4,0.003515894776776829
block_340,0.003514763340265681
street_name_OWEN RD,0.003508027674676617
block_226F,0.0034980099318804303
block_817B,0.0034937714217986304
block_311B,0.003487799809829495
block_669B,0.003483731484149377
block_869A,0.003476505335214153
block_784C,0.00347328131572211
block_7A,0.0034688703682919098
block_908,0.0034688121535346728
block_329B,0.0034644584999252714
block_162,0.003453717169844328
block_506C,0.003451088981943684
block_471B,0.0034510744116820202
street_name_CRAWFORD LANE,0.0034499357584034662
block_699A,0.0034348970019284497
block_365B,0.0034297038931108137
street_name_SENJA LINK,0.0034284542241516114
block_618A,0.0034281393518893477
block_265,0.003427330775324311
block_110C,0.0034271412778972277
street_name_BEDOK RESERVOIR CRES,0.00342629817750284
block_484D,0.0034252121816804593
block_295B,0.00342138404548864
street_name_KELANTAN RD,0.003420571965683683
block_334A,0.003405265114816647
town_CLEMENTI,0.0033977390449226874
block_433B,0.0033909653193608946
street_name_SIN MING AVE,0.003385527788609677
street_name_TELOK BLANGAH HTS,0.003380589007536905
block_971,0.003369929610463007
block_175D,0.0033685263835929735
block_693B,0.00336600769522466
block_545,0.0033638340712955905
block_3,0.0033636852435903197
block_581,0.0033632993293415403
block_895,0.0033581406137508374
block_535,0.0033579055300911875
block_412,0.0033486531655664287
block_895C,0.0033467168650866963
block_548B,0.0033402228309082904
block_216A,0.0033390021255961244
block_216B,0.0033350048755342865
street_name_LOR 4 TOA PAYOH,0.003324022332753529
block_276A,0.003318533452388639
block_636A,0.0033150345602523945
block_632,0.003309947767777377
block_988A,0.003298731047176373
block_178,0.003294845091970755
block_274B,0.0032828400449986805
block_472B,0.0032788492145416903
block_176A,0.0032754107022647805
block_515C,0.003252534355405956
street_name_CLEMENTI AVE 6,0.0032388790475965656
block_270A,0.003234569936372278
block_801,0.003230402982313585
block_262B,0.003221145851072027
block_523B,0.003221023356306807
street_name_BT BATOK WEST AVE 5,0.003220997511575119
street_name_JLN BT HO SWEE,0.003212417089468511
block_377,0.003205308060620249
block_221,0.0031792239182282245
block_433,0.0031744053054183485
street_name_BEDOK STH AVE 3,0.0031729307418149055
street_name_KIM KEAT AVE,0.0031686424806554037
block_410B,0.0031650356336085927
block_886C,0.003145302592081123
block_453,0.003140539888439653
block_16,0.003134749458733488
block_71,0.003134153111020943
block_659B,0.0031227364016104264
block_807,0.0031173477828210228
block_782E,0.0031092041708784546
block_864,0.0030967002921509224
block_486C,0.003093735484659188
street_name_AH HOOD RD,0.003092575500620809
street_name_CHOA CHU KANG CTRL,0.0030897311443143227
street_name_GHIM MOH LINK,0.0030746427333110393
street_name_BUANGKOK GREEN,0.0030738381842758677
block_402,0.0030545049376744515
block_687B,0.0030519038777470087
block_360A,0.003042190341300044
block_381,0.003036742778445456
street_name_SERANGOON CTRL DR,0.0030274763430706564
block_730,0.003026951862401539
block_164A,0.003022513434270069
block_268D,0.003012260373492781
block_889B,0.00301165421793681
block_922,0.0030083591932670295
street_name_EDGEDALE PLAINS,0.0030041395783628744
block_844,0.0029995791846324504
block_527C,0.002995792055972668
block_435B,0.0029932478788923245
