month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,full_address,latitude,longitude,hospitals_within_300m,malls_within_300m,polyclinics_within_300m,busStops_within_300m,MrtStns_within_300m,hospitals_within_500m,malls_within_500m,polyclinics_within_500m,busStops_within_500m,MrtStns_within_500m,hospitals_within_1000m,malls_within_1000m,polyclinics_within_1000m,busStops_within_1000m,MrtStns_within_1000m,hospitals_within_2000m,malls_within_2000m,polyclinics_within_2000m,busStops_within_2000m,MrtStns_within_2000m,Score
2017-01,ANG MO KIO,3 ROOM,233,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1977,59 years 08 months,295000.0,233 ANG MO KIO AVE 3,1.3676377,103.8367279,,,,"54211, 54219, 54621, 54629",,,,,"54061, 54069, 54161, 54169, 54181, 54189, 54211, 54219, 54221, 54229, 54621, 54629, 56269",MAYFLOWER MRT STATION,,,,"53099, 53161, 53169, 53201, 53209, 53321, 53329, 53331, 53339, 53341, 53349, 53351, 53359, 54011, 54019, 54031, 54061, 54069, 54071, 54161, 54169, 54181, 54189, 54191, 54199, 54201, 54211, 54219, 54221, 54229, 54231, 54239, 54611, 54619, 54621, 54629, 56019, 56241, 56249, 56261, 56269, 56289","MAYFLOWER MRT STATION, BRIGHT HILL MRT STATION",,"Thomson Plaza, Thomson V, AMK Hub, Broadway Plaza, Jubilee Square",Ang Mo Kio Polyclinic,"53021, 53039, 53041, 53049, 53051, 53059, 53061, 53069, 53071, 53079, 53081, 53089, 53091, 53099, 53121, 53131, 53139, 53141, 53149, 53151, 53159, 53161, 53169, 53171, 53179, 53181, 53189, 53191, 53199, 53201, 53209, 53241, 53249, 53291, 53299, 53321, 53329, 53331, 53339, 53341, 53349, 53351, 53359, 53361, 53369, 53371, 53379, 53381, 53389, 53391, 53399, 54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54061, 54069, 54071, 54079, 54081, 54089, 54091, 54099, 54161, 54169, 54181, 54189, 54191, 54199, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54271, 54279, 54311, 54319, 54321, 54329, 54331, 54339, 54341, 54349, 54351, 54359, 54391, 54399, 54401, 54409, 54441, 54449, 54451, 54459, 54461, 54469, 54531, 54539, 54611, 54619, 54621, 54629, 55011, 55019, 55111, 55119, 55121, 55129, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55181, 55189, 55199, 55201, 55209, 55321, 55329, 55341, 55349, 55509, 56019, 56021, 56029, 56031, 56039, 56041, 56049, 56191, 56199, 56201, 56209, 56241, 56249, 56251, 56259, 56261, 56269, 56289","ANG MO KIO MRT STATION, YIO CHU KANG MRT STATION, LENTOR MRT STATION, MAYFLOWER MRT STATION, BRIGHT HILL MRT STATION, UPPER THOMSON MRT STATION",49.58469945355191
2017-01,ANG MO KIO,3 ROOM,235,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1977,59 years 08 months,295000.0,235 ANG MO KIO AVE 3,1.3668464,103.836496,,,,"54061, 54069, 54211, 54219, 54621, 54629",,,,,"53331, 53339, 53341, 53349, 54061, 54069, 54169, 54181, 54189, 54211, 54219, 54221, 54229, 54621, 54629, 56269",,,,,"53089, 53091, 53099, 53151, 53159, 53161, 53169, 53191, 53201, 53209, 53321, 53329, 53331, 53339, 53341, 53349, 53351, 53359, 54011, 54019, 54061, 54069, 54071, 54161, 54169, 54181, 54189, 54191, 54199, 54211, 54219, 54221, 54229, 54231, 54239, 54611, 54619, 54621, 54629, 56019, 56241, 56249, 56261, 56269, 56289","MAYFLOWER MRT STATION, BRIGHT HILL MRT STATION",,"Thomson Plaza, Thomson V, AMK Hub, Broadway Plaza, Jubilee Square",Ang Mo Kio Polyclinic,"53021, 53029, 53039, 53041, 53049, 53051, 53059, 53061, 53069, 53071, 53079, 53081, 53089, 53091, 53099, 53121, 53129, 53131, 53139, 53141, 53149, 53151, 53159, 53161, 53169, 53171, 53179, 53181, 53189, 53191, 53199, 53201, 53209, 53241, 53249, 53291, 53299, 53321, 53329, 53331, 53339, 53341, 53349, 53351, 53359, 53361, 53369, 53371, 53379, 53381, 53389, 53391, 53399, 54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54061, 54069, 54071, 54079, 54081, 54089, 54091, 54099, 54161, 54169, 54181, 54189, 54191, 54199, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54271, 54279, 54311, 54319, 54321, 54329, 54331, 54339, 54341, 54349, 54351, 54359, 54391, 54399, 54401, 54409, 54441, 54449, 54451, 54459, 54461, 54469, 54531, 54539, 54611, 54619, 54621, 54629, 55011, 55019, 55111, 55119, 55121, 55129, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55181, 55189, 55199, 55201, 55209, 55321, 55329, 55349, 55509, 56019, 56021, 56029, 56031, 56039, 56041, 56049, 56191, 56199, 56201, 56209, 56241, 56249, 56251, 56259, 56261, 56269, 56289","ANG MO KIO MRT STATION, YIO CHU KANG MRT STATION, MAYFLOWER MRT STATION, BRIGHT HILL MRT STATION, UPPER THOMSON MRT STATION",45.58469945355191
2017-01,ANG MO KIO,3 ROOM,219,ANG MO KIO AVE 1,07 TO 09,67.0,New Generation,1977,59 years 06 months,297000.0,219 ANG MO KIO AVE 1,1.3659848,103.8405633,,,,"54611, 54619, 54629",,,,,"53161, 53169, 53329, 54011, 54019, 54221, 54229, 54231, 54239, 54611, 54619, 54621, 54629",,,"AMK Hub, Broadway Plaza",,"53151, 53159, 53161, 53169, 53191, 53199, 53201, 53209, 53321, 53329, 53331, 53339, 53341, 53349, 53371, 53379, 53381, 54009, 54011, 54019, 54031, 54039, 54041, 54049, 54061, 54069, 54071, 54079, 54081, 54089, 54161, 54169, 54181, 54189, 54199, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54611, 54619, 54621, 54629, 56269","MAYFLOWER MRT STATION, BRIGHT HILL MRT STATION",,"Junction 8, Thomson Plaza, Thomson V, AMK Hub, Broadway Plaza, Jubilee Square, Junction 8",Ang Mo Kio Polyclinic,"53021, 53029, 53039, 53041, 53049, 53051, 53059, 53061, 53069, 53071, 53079, 53081, 53089, 53091, 53099, 53121, 53129, 53131, 53139, 53141, 53149, 53151, 53159, 53161, 53169, 53171, 53179, 53181, 53189, 53191, 53199, 53201, 53209, 53231, 53239, 53241, 53249, 53261, 53269, 53291, 53299, 53321, 53329, 53331, 53339, 53341, 53349, 53351, 53359, 53361, 53369, 53371, 53379, 53381, 53389, 53391, 53399, 54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54061, 54069, 54071, 54079, 54081, 54089, 54091, 54099, 54101, 54109, 54161, 54169, 54181, 54189, 54191, 54199, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54271, 54279, 54281, 54289, 54311, 54319, 54321, 54329, 54331, 54339, 54341, 54349, 54351, 54359, 54369, 54371, 54379, 54381, 54389, 54391, 54399, 54401, 54409, 54411, 54419, 54441, 54449, 54451, 54459, 54461, 54469, 54471, 54479, 54531, 54539, 54571, 54579, 54581, 54589, 54601, 54609, 54611, 54619, 54621, 54629, 55011, 55019, 55111, 55119, 55121, 55129, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55181, 55189, 55199, 55201, 55209, 55321, 55329, 55509, 56019, 56021, 56029, 56031, 56039, 56191, 56199, 56201, 56209, 56241, 56249, 56251, 56259, 56261, 56269, 56289","ANG MO KIO MRT STATION, YIO CHU KANG MRT STATION, BISHAN MRT STATION, MARYMOUNT MRT STATION, MAYFLOWER MRT STATION, BRIGHT HILL MRT STATION, UPPER THOMSON MRT STATION",45.58469945355191
2017-01,ANG MO KIO,3 ROOM,536,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,62 years 01 month,298000.0,536 ANG MO KIO AVE 10,1.3745243,103.8541091,,,,"54409, 54411, 54419, 54471, 54479, 54481, 54489, 54571, 54579",,,,,"54359, 54401, 54409, 54411, 54419, 54439, 54441, 54449, 54471, 54479, 54481, 54489, 54571, 54579, 54581, 54589",,,"AMK Hub, Broadway Plaza, Jubilee Square",Ang Mo Kio Polyclinic,"54009, 54049, 54251, 54259, 54261, 54269, 54271, 54279, 54281, 54289, 54291, 54299, 54331, 54339, 54341, 54349, 54351, 54359, 54389, 54391, 54399, 54401, 54409, 54411, 54419, 54429, 54439, 54441, 54449, 54471, 54479, 54481, 54489, 54491, 54499, 54521, 54571, 54579, 54581, 54589, 54591, 54599, 55321, 55329",ANG MO KIO MRT STATION,,"AMK Hub, Broadway Plaza, Jubilee Square, myVillage At Serangoon Garden",Ang Mo Kio Polyclinic,"53161, 53169, 53371, 53379, 54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54071, 54079, 54081, 54089, 54091, 54099, 54101, 54109, 54189, 54191, 54199, 54201, 54209, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54271, 54279, 54281, 54289, 54291, 54299, 54301, 54309, 54311, 54319, 54321, 54329, 54331, 54339, 54341, 54349, 54351, 54359, 54369, 54371, 54379, 54381, 54389, 54391, 54399, 54401, 54409, 54411, 54419, 54429, 54439, 54441, 54449, 54451, 54459, 54461, 54469, 54471, 54479, 54481, 54489, 54491, 54499, 54501, 54509, 54511, 54519, 54521, 54529, 54531, 54539, 54571, 54579, 54581, 54589, 54591, 54599, 54601, 54609, 54611, 54619, 54631, 54641, 54651, 54659, 55009, 55039, 55079, 55081, 55089, 55101, 55109, 55111, 55119, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55171, 55179, 55181, 55189, 55199, 55201, 55209, 55211, 55219, 55221, 55229, 55231, 55239, 55301, 55309, 55311, 55319, 55321, 55329, 55509, 66151, 66161, 66171, 66181, 66191, 66201, 66211, 66221, 66231, 66241, 66251, 66261, 66271, 66291, 66331, 66339, 66341, 66349, 66451, 66459, 66461, 66509, 66511, 66519, 66599, 67011, 67019","ANG MO KIO MRT STATION, YIO CHU KANG MRT STATION, MAYFLOWER MRT STATION",45.75062096373571
2017-01,ANG MO KIO,3 ROOM,230,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1978,60 years,298000.0,230 ANG MO KIO AVE 3,1.3688712,103.8378987,,,,"54181, 54189, 54211, 54219, 54221, 54229",,,,,"54061, 54069, 54161, 54169, 54181, 54189, 54211, 54219, 54221, 54229, 54231, 54621, 54629",MAYFLOWER MRT STATION,,Broadway Plaza,,"53161, 53169, 53201, 53209, 53321, 53329, 53331, 53339, 53341, 53349, 54011, 54019, 54031, 54039, 54041, 54049, 54061, 54069, 54071, 54161, 54169, 54181, 54189, 54191, 54199, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54248, 54451, 54459, 54611, 54619, 54621, 54629, 55111, 55119, 56241, 56249, 56251, 56259, 56261, 56269, 56289","MAYFLOWER MRT STATION, BRIGHT HILL MRT STATION",,"Thomson Plaza, Thomson V, AMK Hub, Broadway Plaza, Jubilee Square",Ang Mo Kio Polyclinic,"53039, 53041, 53049, 53051, 53059, 53061, 53069, 53071, 53079, 53081, 53089, 53091, 53099, 53131, 53139, 53141, 53149, 53151, 53159, 53161, 53169, 53171, 53179, 53181, 53189, 53191, 53199, 53201, 53209, 53241, 53249, 53291, 53299, 53321, 53329, 53331, 53339, 53341, 53349, 53351, 53359, 53361, 53369, 53371, 53379, 53381, 53389, 53391, 53399, 54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54061, 54069, 54071, 54079, 54081, 54089, 54091, 54099, 54161, 54169, 54181, 54189, 54191, 54199, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54271, 54279, 54311, 54319, 54321, 54329, 54331, 54339, 54341, 54349, 54351, 54359, 54391, 54399, 54401, 54409, 54411, 54419, 54441, 54449, 54451, 54459, 54461, 54469, 54471, 54479, 54531, 54539, 54571, 54579, 54611, 54619, 54621, 54629, 55011, 55019, 55021, 55029, 55111, 55119, 55121, 55129, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55171, 55179, 55181, 55189, 55199, 55201, 55209, 55301, 55309, 55311, 55319, 55321, 55329, 55341, 55349, 55509, 56019, 56021, 56029, 56031, 56039, 56041, 56049, 56191, 56199, 56201, 56209, 56241, 56249, 56251, 56259, 56261, 56269, 56289","ANG MO KIO MRT STATION, YIO CHU KANG MRT STATION, LENTOR MRT STATION, MAYFLOWER MRT STATION, BRIGHT HILL MRT STATION, UPPER THOMSON MRT STATION",49.59960258320914
2017-01,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1979,61 years 04 months,300000.0,570 ANG MO KIO AVE 3,1.3698332,103.8558859,,,,"54271, 54279, 54281, 54289, 54299, 54419, 54429, 54581, 54589",,,,,"54271, 54279, 54281, 54289, 54291, 54299, 54381, 54389, 54411, 54419, 54429, 54439, 54581, 54589",,,"AMK Hub, Jubilee Square",,"54009, 54247, 54261, 54269, 54271, 54279, 54281, 54289, 54291, 54299, 54301, 54309, 54319, 54321, 54329, 54331, 54339, 54351, 54359, 54371, 54379, 54381, 54389, 54391, 54399, 54401, 54409, 54411, 54419, 54429, 54439, 54441, 54449, 54471, 54479, 54481, 54489, 54491, 54499, 54511, 54519, 54521, 54529, 54571, 54579, 54581, 54589, 54591, 54599, 66201, 66211, 66221, 66231, 66291",ANG MO KIO MRT STATION,,"AMK Hub, Broadway Plaza, Jubilee Square, myVillage At Serangoon Garden",Ang Mo Kio Polyclinic,"53151, 53159, 53161, 53169, 53241, 53249, 53261, 53269, 53321, 53329, 53371, 53379, 53381, 53389, 53391, 53399, 54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54071, 54079, 54081, 54089, 54091, 54099, 54101, 54109, 54201, 54209, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54271, 54279, 54281, 54289, 54291, 54299, 54301, 54309, 54311, 54319, 54321, 54329, 54331, 54339, 54341, 54349, 54351, 54359, 54369, 54371, 54379, 54381, 54389, 54391, 54399, 54401, 54409, 54411, 54419, 54429, 54439, 54441, 54449, 54451, 54459, 54461, 54469, 54471, 54479, 54481, 54489, 54491, 54499, 54501, 54509, 54511, 54519, 54521, 54529, 54531, 54539, 54571, 54579, 54581, 54589, 54591, 54599, 54601, 54609, 54611, 54619, 54631, 54641, 54651, 54659, 55181, 55189, 55199, 55201, 55209, 55231, 55311, 55319, 55321, 55329, 55509, 66091, 66099, 66101, 66111, 66119, 66121, 66129, 66131, 66139, 66141, 66149, 66151, 66161, 66171, 66181, 66191, 66201, 66211, 66221, 66231, 66241, 66251, 66261, 66271, 66291, 66301, 66309, 66321, 66329, 66331, 66339, 66341, 66349, 66421, 66429, 66451, 66459, 66461, 66509, 66511, 66519, 66599","ANG MO KIO MRT STATION, YIO CHU KANG MRT STATION",45.61450571286637
2017-01,ANG MO KIO,3 ROOM,624,ANG MO KIO AVE 4,04 TO 06,68.0,New Generation,1980,62 years 08 months,301000.0,624 ANG MO KIO AVE 4,1.3815559,103.8400457,,,,"55131, 55139, 55141, 55149, 55151, 55159, 55169",,,,,"54451, 55011, 55019, 55021, 55029, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55181, 55189, 55199",,,,Ang Mo Kio Polyclinic,"54051, 54059, 54191, 54199, 54201, 54209, 54251, 54259, 54451, 54459, 54461, 54469, 55009, 55011, 55019, 55021, 55029, 55031, 55039, 55111, 55119, 55121, 55129, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55171, 55179, 55181, 55189, 55199, 55201, 55209, 55211, 55219, 55221, 55241, 55249, 55301, 55309, 55311, 55319, 55321, 55329, 55331, 55339, 55341, 55349, 55351, 55361, 55509, 56201, 56209, 56251, 56259","YIO CHU KANG MRT STATION, LENTOR MRT STATION",,"AMK Hub, Broadway Plaza, Jubilee Square",Ang Mo Kio Polyclinic,"54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54061, 54069, 54071, 54161, 54169, 54181, 54189, 54191, 54199, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54271, 54331, 54339, 54341, 54349, 54351, 54359, 54391, 54399, 54401, 54409, 54411, 54419, 54441, 54449, 54451, 54459, 54461, 54469, 54471, 54479, 54481, 54489, 54571, 54579, 54611, 54619, 54621, 54629, 55009, 55011, 55019, 55021, 55029, 55031, 55039, 55041, 55049, 55051, 55059, 55071, 55079, 55111, 55119, 55121, 55129, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55171, 55179, 55181, 55189, 55199, 55201, 55209, 55211, 55219, 55221, 55229, 55231, 55239, 55241, 55249, 55251, 55259, 55261, 55269, 55271, 55279, 55301, 55309, 55311, 55319, 55321, 55329, 55331, 55339, 55341, 55349, 55351, 55361, 55371, 55381, 55509, 56019, 56021, 56029, 56031, 56039, 56041, 56049, 56051, 56059, 56061, 56069, 56191, 56199, 56201, 56209, 56241, 56249, 56251, 56259, 56261, 56269, 56289","ANG MO KIO MRT STATION, YIO CHU KANG MRT STATION, LENTOR MRT STATION, MAYFLOWER MRT STATION",45.75062096373571
2017-01,ANG MO KIO,3 ROOM,441,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1979,61 years,306000.0,441 ANG MO KIO AVE 10,1.3661077,103.8540539,,,,"54329, 54381, 54389",,,,,"54269, 54271, 54279, 54281, 54289, 54319, 54321, 54329, 54331, 54339, 54371, 54379, 54381, 54389",,,"AMK Hub, Jubilee Square",,"54009, 54079, 54081, 54089, 54091, 54099, 54101, 54241, 54247, 54248, 54261, 54269, 54271, 54279, 54281, 54289, 54291, 54299, 54311, 54319, 54321, 54329, 54331, 54339, 54369, 54371, 54379, 54381, 54389, 54391, 54399, 54401, 54409, 54411, 54419, 54429, 54439, 54441, 54531, 54539, 54571, 54579, 54581, 54589, 54601, 54609, 66191, 66201, 66211, 66221, 66291",ANG MO KIO MRT STATION,,"Junction 8, AMK Hub, Broadway Plaza, Jubilee Square, Junction 8, myVillage At Serangoon Garden",Ang Mo Kio Polyclinic,"53009, 53141, 53149, 53151, 53159, 53161, 53169, 53191, 53199, 53201, 53209, 53231, 53239, 53241, 53249, 53261, 53269, 53271, 53279, 53321, 53329, 53331, 53339, 53371, 53379, 53381, 53389, 53391, 53399, 54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54071, 54079, 54081, 54089, 54091, 54099, 54101, 54109, 54189, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54271, 54279, 54281, 54289, 54291, 54299, 54301, 54309, 54311, 54319, 54321, 54329, 54331, 54339, 54341, 54349, 54351, 54359, 54369, 54371, 54379, 54381, 54389, 54391, 54399, 54401, 54409, 54411, 54419, 54429, 54439, 54441, 54449, 54451, 54459, 54461, 54469, 54471, 54479, 54481, 54489, 54491, 54499, 54501, 54509, 54511, 54519, 54521, 54529, 54531, 54539, 54571, 54579, 54581, 54589, 54591, 54599, 54601, 54609, 54611, 54619, 54621, 54629, 54631, 54641, 54651, 54659, 55199, 55201, 55209, 55321, 55329, 55509, 66021, 66029, 66031, 66039, 66091, 66099, 66111, 66119, 66121, 66129, 66131, 66139, 66151, 66161, 66171, 66181, 66191, 66201, 66211, 66221, 66231, 66241, 66251, 66261, 66271, 66291, 66331, 66339, 66341, 66349, 66399, 66599","ANG MO KIO MRT STATION, BISHAN MRT STATION, LORONG CHUAN MRT STATION",45.61450571286637
2017-01,ANG MO KIO,3 ROOM,625,ANG MO KIO AVE 9,04 TO 06,68.0,New Generation,1980,62 years 08 months,312000.0,625 ANG MO KIO AVE 9,1.382257,103.8411618,,,,"55141, 55149, 55151, 55159, 55169",,,,,"55021, 55029, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55171, 55179, 55181, 55189, 55199, 55301, 55309",YIO CHU KANG MRT STATION,,,Ang Mo Kio Polyclinic,"54051, 54059, 54191, 54199, 54201, 54209, 54251, 54259, 54451, 54459, 54461, 54469, 55009, 55011, 55019, 55021, 55029, 55031, 55039, 55111, 55119, 55121, 55129, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55171, 55179, 55181, 55189, 55199, 55201, 55209, 55211, 55219, 55221, 55229, 55231, 55239, 55241, 55249, 55251, 55301, 55309, 55311, 55319, 55321, 55329, 55331, 55339, 55341, 55349, 55351, 55361, 55509, 56209, 56251, 56259","YIO CHU KANG MRT STATION, LENTOR MRT STATION",,"AMK Hub, Broadway Plaza, Jubilee Square",Ang Mo Kio Polyclinic,"54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54061, 54069, 54161, 54169, 54181, 54189, 54191, 54199, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54271, 54331, 54339, 54341, 54349, 54351, 54359, 54391, 54399, 54401, 54409, 54411, 54419, 54441, 54449, 54451, 54459, 54461, 54469, 54471, 54479, 54481, 54489, 54571, 54579, 54611, 54619, 54621, 54629, 55009, 55011, 55019, 55021, 55029, 55031, 55039, 55041, 55049, 55051, 55059, 55071, 55079, 55081, 55089, 55111, 55119, 55121, 55129, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55171, 55179, 55181, 55189, 55199, 55201, 55209, 55211, 55219, 55221, 55229, 55231, 55239, 55241, 55249, 55251, 55259, 55261, 55269, 55271, 55279, 55301, 55309, 55311, 55319, 55321, 55329, 55331, 55339, 55341, 55349, 55351, 55361, 55371, 55381, 55509, 56019, 56021, 56029, 56031, 56039, 56041, 56049, 56051, 56059, 56191, 56199, 56201, 56209, 56241, 56249, 56251, 56259, 56261, 56269, 56289","ANG MO KIO MRT STATION, YIO CHU KANG MRT STATION, LENTOR MRT STATION, MAYFLOWER MRT STATION",49.75062096373571
2017-01,ANG MO KIO,3 ROOM,119,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1978,60 years 10 months,312000.0,119 ANG MO KIO AVE 3,1.369558,103.8447681,,Broadway Plaza,,"54031, 54039, 54239, 54241, 54247, 54248",,,"AMK Hub, Broadway Plaza, Jubilee Square",,"54009, 54011, 54019, 54031, 54039, 54041, 54049, 54231, 54239, 54241, 54247, 54248, 54391, 54399",,,"AMK Hub, Broadway Plaza, Jubilee Square",Ang Mo Kio Polyclinic,"53161, 53169, 54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54071, 54079, 54081, 54089, 54181, 54189, 54191, 54199, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54271, 54331, 54339, 54341, 54349, 54351, 54359, 54391, 54399, 54401, 54409, 54441, 54449, 54451, 54459, 54461, 54469, 54611, 54619, 54621, 54629","ANG MO KIO MRT STATION, MAYFLOWER MRT STATION",,"AMK Hub, Broadway Plaza, Jubilee Square",Ang Mo Kio Polyclinic,"53089, 53091, 53099, 53131, 53139, 53141, 53149, 53151, 53159, 53161, 53169, 53171, 53181, 53189, 53191, 53199, 53201, 53209, 53241, 53249, 53269, 53321, 53329, 53331, 53339, 53341, 53349, 53351, 53359, 53361, 53369, 53371, 53379, 53381, 53389, 53391, 53399, 54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54061, 54069, 54071, 54079, 54081, 54089, 54091, 54099, 54101, 54109, 54161, 54169, 54181, 54189, 54191, 54199, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54271, 54279, 54281, 54289, 54291, 54299, 54311, 54319, 54321, 54329, 54331, 54339, 54341, 54349, 54351, 54359, 54369, 54371, 54379, 54381, 54389, 54391, 54399, 54401, 54409, 54411, 54419, 54429, 54439, 54441, 54449, 54451, 54459, 54461, 54469, 54471, 54479, 54481, 54489, 54491, 54499, 54531, 54539, 54571, 54579, 54581, 54589, 54591, 54599, 54601, 54609, 54611, 54619, 54621, 54629, 55009, 55011, 55019, 55021, 55029, 55111, 55119, 55121, 55129, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55171, 55179, 55181, 55189, 55199, 55201, 55209, 55211, 55219, 55231, 55239, 55301, 55309, 55311, 55319, 55321, 55329, 55341, 55349, 55509, 56019, 56021, 56029, 56039, 56191, 56199, 56201, 56209, 56241, 56249, 56251, 56259, 56261, 56269, 56289, 66191, 66201, 66211, 66221, 66291","ANG MO KIO MRT STATION, YIO CHU KANG MRT STATION, LENTOR MRT STATION, MAYFLOWER MRT STATION, BRIGHT HILL MRT STATION",50.59960258320914
2017-01,ANG MO KIO,3 ROOM,255,ANG MO KIO AVE 4,04 TO 06,73.0,New Generation,1977,59 years 06 months,321000.0,255 ANG MO KIO AVE 4,1.3706751,103.8346269,,,,"54161, 54169, 54181, 54189, 54211, 56241, 56289",MAYFLOWER MRT STATION,,,,"54061, 54069, 54161, 54169, 54181, 54189, 54211, 54219, 56241, 56249, 56261, 56269, 56289",MAYFLOWER MRT STATION,,,,"53091, 53099, 53331, 53339, 53341, 53349, 54061, 54069, 54161, 54169, 54181, 54189, 54191, 54199, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54451, 54611, 54619, 54621, 54629, 55111, 55119, 55121, 55129, 56019, 56021, 56029, 56031, 56039, 56241, 56249, 56251, 56259, 56261, 56269, 56289","MAYFLOWER MRT STATION, BRIGHT HILL MRT STATION",,"Thomson Plaza, Thomson V, AMK Hub, Broadway Plaza, Jubilee Square",Ang Mo Kio Polyclinic,"53041, 53049, 53051, 53059, 53061, 53069, 53071, 53079, 53081, 53089, 53091, 53099, 53141, 53149, 53151, 53159, 53161, 53169, 53171, 53179, 53181, 53189, 53191, 53199, 53201, 53209, 53321, 53329, 53331, 53339, 53341, 53349, 53351, 53359, 53361, 53369, 53371, 53379, 53381, 53389, 54009, 54011, 54019, 54031, 54039, 54041, 54049, 54051, 54059, 54061, 54069, 54071, 54079, 54081, 54089, 54161, 54169, 54181, 54189, 54191, 54199, 54201, 54209, 54211, 54219, 54221, 54229, 54231, 54239, 54241, 54247, 54248, 54251, 54259, 54261, 54269, 54331, 54339, 54341, 54349, 54351, 54359, 54391, 54399, 54401, 54409, 54441, 54449, 54451, 54459, 54461, 54469, 54611, 54619, 54621, 54629, 55011, 55019, 55021, 55029, 55111, 55119, 55121, 55129, 55131, 55139, 55141, 55149, 55151, 55159, 55169, 55171, 55179, 55181, 55189, 55199, 55201, 55209, 55301, 55309, 55321, 55329, 55331, 55339, 55341, 55349, 55371, 55509, 56019, 56021, 56029, 56031, 56039, 56041, 56049, 56051, 56059, 56191, 56199, 56201, 56209, 56241, 56249, 56251, 56259, 56261, 56269, 56289","ANG MO KIO MRT STATION, YIO CHU KANG MRT STATION, LENTOR MRT STATION, MAYFLOWER MRT STATION, BRIGHT HILL MRT STATION, UPPER THOMSON MRT STATION",55.31197218082464
